# seen_unix	status	url
1789827237	200	https://globalgrid2050.com/
1789827237	200	https://globalgrid2050.com/solar-bess-topology-v5/cable-geometry-visualiser-v5.html
1789827237	200	https://ventusltd.github.io/law/
1789827237	200	https://ventusltd.github.io/faraday/
